,Adsorption Energy O,Bulk ICOHP,Oxidation state bulk,Metal Symbol,Outer Electrons,Adsorbate O,Bulk File,Psi,O 2p-center,predicted COHP,row,p ICOHP,Oxidation state surface,Adsorption Energy OH,Adsorbate OH,Adsorption Energy O-OH,Adsorbate,Outer electrons surface,Outer electrons bulk,Is d0,Normalized ICOHP,Normalized ICOHP Pred,Ionization energy surface,Ionization energy bulk,Electronegativity,Group,Period,Atomic nos
127,0.5371384699999737,-16.331760000000003,5,Os,3,O,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/DFT_Data/bulk_data/+5/03_Os2O5/no_sym/ICOHPLIST.lobster,8.672797620930625,-4.271991908303944,-15.75198030685114,5d,0.0,4.0,-0.3976839900000186,OH,0.9348224599999924,O-OH,4.0,3,0,-3.2663520000000004,-3.1503960613702278,13.75,14.02,2.2,8,6,76
128,0.8041538599999853,-16.331760000000003,5,Os,3,O,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/DFT_Data/bulk_data/+5/03_Os2O5/no_sym/ICOHPLIST.lobster,8.672797620930625,-4.271991908303944,-15.75198030685114,5d,0.0,5.0,-0.3332735399999933,OH,1.1374273999999789,O-OH,3.0,3,0,-3.2663520000000004,-3.1503960613702278,14.02,14.02,2.2,8,6,76
129,1.3443458700000122,-18.35949,6,Os,2,O,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/DFT_Data/bulk_data/+6/OsO3/no_sym/ICOHPLIST.lobster,7.374332383135992,-3.883140019943918,-18.90845692737952,5d,0.0,5.0,-0.1778749899999923,OH,1.5222208600000044,O-OH,3.0,2,0,-3.059915,-3.151409487896587,14.02,14.183333333333332,2.2,8,6,76
130,1.122192659999996,-10.06117,3,Ir,6,O,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/DFT_Data/bulk_data/+3/06_Ir2O3/no_sym/ICOHPLIST.lobster,11.443825069350297,-4.682784780958731,-10.184229902801253,5d,0.0,2.833,-0.4576025300000026,OH,1.579795189999999,O-OH,6.167,6,0,-3.3537233333333334,-3.394743300933751,13.411930815390045,13.333333333333334,2.2,9,6,77
131,1.4617940899999835,-12.51601,4,Ir,5,O,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/DFT_Data/bulk_data/+4/05_IrO2/no_sym/ICOHPLIST.lobster,10.638948635278814,-4.549620686866311,-12.82068090876445,5d,0.0,3.333,-0.344820779999992,OH,1.806614869999976,O-OH,5.667,5,0,-3.1290025,-3.2051702271911124,13.6996699669967,14.25,2.2,9,6,77
132,1.5364246399999786,-12.51601,4,Ir,5,O,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/DFT_Data/bulk_data/+4/05_IrO2/no_sym/ICOHPLIST.lobster,10.638948635278814,-4.549620686866311,-12.82068090876445,5d,0.0,4.0,-0.2412552199999993,OH,1.777679859999978,O-OH,5.0,5,0,-3.1290025,-3.2051702271911124,14.25,14.25,2.2,9,6,77
133,1.776928579999975,-14.56933,5,Ir,4,O,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/DFT_Data/bulk_data/+5/04_Ir2O5/no_sym/ICOHPLIST.lobster,9.730489916216673,-3.737383666475255,-13.843095728256156,5d,0.0,4.0,-0.0620090800000241,OH,1.8389376599999991,O-OH,5.0,4,0,-2.913866,-2.7686191456512312,14.25,14.4,2.2,9,6,77
134,1.9891797299999892,-14.56933,5,Ir,4,O,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/DFT_Data/bulk_data/+5/04_Ir2O5/no_sym/ICOHPLIST.lobster,9.730489916216673,-3.737383666475255,-13.843095728256156,5d,0.0,5.0,0.2435988100000088,OH,1.7455809199999806,O-OH,4.0,4,0,-2.913866,-2.7686191456512312,14.4,14.4,2.2,9,6,77
135,2.287376850000001,-16.02269,6,Ir,3,O,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/DFT_Data/bulk_data/+6/IrO3/no_sym/ICOHPLIST.lobster,8.672797620930625,-3.3574296260177894,-16.487602314628653,5d,0.0,5.0,0.4895394600000031,OH,1.797837389999998,O-OH,4.0,3,0,-2.6704483333333333,-2.7479337191047755,14.4,14.833333333333334,2.2,9,6,77
136,2.474496205000001,-5.927090000000001,2,Pt,8,O,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/DFT_Data/bulk_data/+2/07_PtO/no_sym/ICOHPLIST.lobster,12.839458420143776,-3.911452241792635,-5.925038334327948,5d,0.0,1.93,0.4060973650000008,OH,2.0683988400000004,O-OH,8.07,8,0,-2.9635450000000003,-2.962519167163974,14.647253886010365,14.5,2.2,10,6,78
137,3.032802629999992,-8.33001,3,Pt,7,O,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/DFT_Data/bulk_data/+3/07_Pt2O3/no_sym/ICOHPLIST.lobster,12.171663195331568,-4.198249363096411,-8.23550229951538,5d,0.0,2.833,0.7057685099999844,OH,2.3270341200000075,O-OH,7.167,7,0,-2.7766699999999997,-2.7451674331717935,14.352982703847513,14.333333333333334,2.2,10,6,78
138,2.7252547499999764,-10.71068,4,Pt,6,O,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/DFT_Data/bulk_data/+4/06_PtO2/no_sym/ICOHPLIST.lobster,11.443825069350297,-3.602543197133614,-10.983570329991892,5d,0.0,3.333,0.5042582600000003,OH,2.220996489999976,O-OH,6.667,6,0,-2.67767,-2.745892582497973,14.2001200120012,14.0,2.2,10,6,78
139,2.594336840000011,-10.71068,4,Pt,6,O,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/DFT_Data/bulk_data/+4/06_PtO2/no_sym/ICOHPLIST.lobster,11.443825069350297,-3.602543197133614,-10.983570329991892,5d,0.0,4.0,0.4092036500000091,OH,2.185133190000002,O-OH,6.0,6,0,-2.67767,-2.745892582497973,14.0,14.0,2.2,10,6,78
140,2.799072190000004,-12.2915,5,Pt,5,O,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/DFT_Data/bulk_data/+5/05_Pt2O5/no_sym/ICOHPLIST.lobster,10.638948635278814,-2.996627592089168,-11.632457036766985,5d,0.0,4.0,0.4276092400000095,OH,2.3714629499999944,O-OH,6.0,5,0,-2.4583,-2.326491407353397,14.0,15.0,2.2,10,6,78
141,2.7541165699999794,-12.2915,5,Pt,5,O,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/DFT_Data/bulk_data/+5/05_Pt2O5/no_sym/ICOHPLIST.lobster,10.638948635278814,-2.996627592089168,-11.632457036766985,5d,0.0,5.0,0.4115735799999811,OH,2.3425429899999983,O-OH,5.0,5,0,-2.4583,-2.326491407353397,15.0,15.0,2.2,10,6,78
142,4.330782670000005,-6.40751,3,Au,8,O,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/DFT_Data/bulk_data/+3/08_Au2O3/no_sym/ICOHPLIST.lobster,12.617955545718331,-3.1979961406847845,-6.339199662184702,5d,0.0,2.833,1.8421802500000128,OH,2.4886024199999923,O-OH,8.167,8,0,-2.1358366666666666,-2.1130665540615676,15.0,15.0,2.4,11,6,79
143,4.106723360000004,-8.63348,4,Au,7,O,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/DFT_Data/bulk_data/+4/07_AuO2/no_sym/ICOHPLIST.lobster,11.961680944049498,-2.6612035957281304,-8.994656775423831,5d,0.0,3.333,1.5057529100000124,OH,2.6009704499999917,O-OH,7.667,7,0,-2.15837,-2.2486641938559577,15.0,15.0,2.4,11,6,79
144,4.089805870000006,-8.63348,4,Au,7,O,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/DFT_Data/bulk_data/+4/07_AuO2/no_sym/ICOHPLIST.lobster,11.961680944049498,-2.6612035957281304,-8.994656775423831,5d,0.0,4.0,1.3927296500000068,OH,2.69707622,O-OH,7.0,7,0,-2.15837,-2.2486641938559577,15.0,15.0,2.4,11,6,79
145,4.08754252,-10.12975,5,Au,6,O,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/DFT_Data/bulk_data/+5/06_Au2O5/no_sym/ICOHPLIST.lobster,11.24639928515163,-2.315973364482716,-9.964692021888034,5d,0.0,4.0,1.4952997799999963,OH,2.592242740000003,O-OH,7.0,6,0,-2.02595,-1.9929384043776068,15.0,14.8,2.4,11,6,79
146,4.7293125000000025,-3.15756,2,Hg,10,O,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/DFT_Data/bulk_data/+2/09_HgO/no_sym/ICOHPLIST.lobster,14.455879731348675,-1.9404296481985517,-3.1161694420121124,5d,0.0,1.93,1.9369095050000027,OH,2.792402995,O-OH,10.07,10,0,-1.57878,-1.5580847210060562,17.28537870466321,17.23,1.9,12,6,80
147,4.921097810000006,-4.41243,3,Hg,9,O,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/DFT_Data/bulk_data/+3/09_Hg2O3/no_sym/ICOHPLIST.lobster,13.85930748292667,-2.09323360617696,-4.522030412469957,5d,0.0,2.833,2.160839690000003,OH,2.760258120000003,O-OH,9.167,9,0,-1.47081,-1.5073434708233189,16.306731380162372,16.183333333333334,1.9,12,6,80
148,5.447956660000003,-6.453000000000002,4,Hg,8,O,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/DFT_Data/bulk_data/+4/08_HgO2/no_sym/ICOHPLIST.lobster,13.22149366239918,-2.011696808610059,-5.8371394410042186,5d,0.0,3.333,2.809764130000005,OH,2.6381925299999978,O-OH,8.667,8,0,-1.6132500000000005,-1.4592848602510546,15.83031803180318,15.3,1.9,12,6,80
149,5.982212809999993,-6.453000000000002,4,Hg,8,O,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/DFT_Data/bulk_data/+4/08_HgO2/no_sym/ICOHPLIST.lobster,13.22149366239918,-2.011696808610059,-5.8371394410042186,5d,0.0,4.0,2.738819319999997,OH,3.2433934899999954,O-OH,8.0,8,0,-1.6132500000000005,-1.4592848602510546,15.3,15.3,1.9,12,6,80
150,4.463025929999986,-3.9579,3,Tl,10,O,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/DFT_Data/bulk_data/+3/10_Tl2O3/no_sym/ICOHPLIST.lobster,14.613045802786036,-1.723692383271133,-3.8416680838415194,5d,-4.16674,2.833,2.0933311899999865,OH,2.36969474,O-OH,10.167,10,0,-1.3193,-1.280556027947173,16.796648076244264,17.046666666666667,1.8,13,6,81
151,5.082935430000006,-0.73136,4,Tl,9,O,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/DFT_Data/bulk_data/+4/09_TlO2/no_sym/ICOHPLIST.lobster,14.009987548783222,-1.6501125952993754,-0.747556827883394,5d,-0.5860525,3.333,2.4098369300000115,OH,2.6730984999999947,O-OH,9.667,9,0,-0.18284,-0.1868892069708485,16.488502850285027,15.65,1.8,13,6,81
152,5.473931000000007,-0.73136,4,Tl,9,O,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/DFT_Data/bulk_data/+4/09_TlO2/no_sym/ICOHPLIST.lobster,14.009987548783222,-1.6501125952993754,-0.747556827883394,5d,-0.5860525,4.0,2.08294810000001,OH,3.3909828999999974,O-OH,9.0,9,0,-0.18284,-0.1868892069708485,15.65,15.65,1.8,13,6,81
153,5.109737129999985,-0.7740999999999999,4,Pb,10,O,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/DFT_Data/bulk_data/+4/10_PbO2/no_sym/ICOHPLIST.lobster,14.613045802786036,-1.6091288722535704,-0.7520756681944384,5d,-0.6837225,3.333,2.0040039300000103,OH,3.1057331999999747,O-OH,10.667,10,0,-0.19352499999999997,-0.1880189170486096,15.3453997959796,17.2,1.8,14,6,82
154,4.810528070000004,-0.7740999999999999,4,Pb,10,O,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/DFT_Data/bulk_data/+4/10_PbO2/no_sym/ICOHPLIST.lobster,14.613045802786036,-1.6091288722535704,-0.7520756681944384,5d,-0.6837225,4.0,1.9783995800000012,OH,2.8321284900000023,O-OH,10.0,10,0,-0.19352499999999997,-0.1880189170486096,17.2,17.2,1.8,14,6,82
